Please select your school,Time of the Day the behavior occurred?,Date of Incident,Is the referral for a minor or a major violation?,Select the Classroom Managed Behavior (Do not include student names in text boxes) - Selected Choice,Select the Major Referral,Where did the incident take place?,Enrollment_SchoolID,Ethnicity,fre,Gender,Grade_Level,LunchStatus,Student Identifier,Year,Term,dr.studentminors,Student_Number
Shermer High School,12:00pm - 1:00pm,2024-11-13,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105.0,B,"B,W",M,7,F,A13746125BZD,2024-2025,2Q,2.0,
Shermer High School,12:00pm - 1:00pm,2024-12-10,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105.0,B,"B,W",M,7,F,A13746125BZD,2024-2025,2Q,3.0,
Shermer High School,11:00am - 12:00pm,2025-02-03,Minor Violation (5 times in the same quarter),Refusal to do work,,Gym,105.0,B,"B,W",M,7,F,A13746125BZD,2024-2025,3Q,1.0,
Rydell High School,1:00pm - 2:00pm,2024-09-26,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35.0,W,W,F,0,P,A16812350BZD,2024-2025,1Q,1.0,
Rydell High School,9:00am - 10:00am,2024-09-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35.0,W,W,F,0,P,A16812350BZD,2024-2025,1Q,2.0,
Rydell High School,9:00am - 10:00am,2024-09-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35.0,W,W,F,0,P,A16812350BZD,2024-2025,1Q,3.0,
Rydell High School,9:00am - 10:00am,2024-10-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35.0,W,W,F,0,P,A16812350BZD,2024-2025,1Q,4.0,
Shermer High School,1:00pm - 2:00pm,2024-08-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,105.0,W,W,M,10,P,A12732407BZD,2024-2025,1Q,1.0,
Springfield Elementary,10:00am-11:00am,2024-04-08,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,17.0,W,W,M,1,F,A14377289BZD,2023-2024,4Q,1.0,
Springfield Elementary,2:00pm -3:00pm,2024-04-05,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,17.0,W,W,M,1,F,A14377289BZD,2023-2024,4Q,2.0,
Bayside,11:00am - 12:00pm,2024-10-31,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15.0,W,W,M,2,P,A14377289BZD,2024-2025,2Q,1.0,
Bayside,12:00pm - 1:00pm,2024-11-13,Major Violation,,Continued Misconduct,Classroom,15.0,W,W,M,2,P,A14377289BZD,2024-2025,2Q,1.0,
Bayside,1:00pm - 2:00pm,2024-12-12,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,P,A14377289BZD,2024-2025,2Q,2.0,
Springfield Elementary,1:00pm - 2:00pm,2025-02-04,Minor Violation (5 times in the same quarter),Other,,Office/Guidance Office,17.0,W,W,M,0,P,A16438619BZD,2024-2025,3Q,1.0,
Springfield Elementary,9:00am - 10:00am,2024-09-04,Minor Violation (5 times in the same quarter),Other,,Bathroom,17.0,B,B,M,0,F,A16741145BZD,2024-2025,1Q,1.0,
Bayside,10:00am-11:00am,2024-08-16,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,4,P,A15142049BZD,2024-2025,1Q,1.0,
Bayside,1:00pm - 2:00pm,2024-09-06,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,4,P,A15142049BZD,2024-2025,1Q,2.0,
Bayside,8:00am - 9:00am,2024-10-22,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,M,4,P,A15142049BZD,2024-2025,2Q,1.0,
Bayside,11:00am - 12:00pm,2024-10-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,M,4,P,A15142049BZD,2024-2025,2Q,2.0,
Bayside,2:00pm -3:00pm,2024-11-19,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,4,P,A15142049BZD,2024-2025,2Q,3.0,
Bayside,2:00pm -3:00pm,2024-11-19,Major Violation,,Continued Misconduct,Classroom,15.0,W,W,M,4,P,A15142049BZD,2024-2025,2Q,3.0,
Shermer High School,12:00pm - 1:00pm,2025-02-04,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105.0,W,W,M,7,F,A13631453BZD,2024-2025,3Q,1.0,
Shermer High School,10:00am-11:00am,2025-02-05,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105.0,W,W,M,7,F,A13631453BZD,2024-2025,3Q,2.0,
Shermer High School,1:00pm - 2:00pm,2025-02-06,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",Classroom,105.0,W,W,M,7,F,A13631453BZD,2024-2025,3Q,2.0,
Rydell High School,11:00am - 12:00pm,2024-09-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,35.0,A,"A,W",F,1,F,A15877265BZD,2024-2025,1Q,1.0,
Hill Valley High School,After School,2024-12-17,Minor Violation (5 times in the same quarter),Other,,Bus Area/Loading Area,5.0,W,W,M,2,F,A15403370BZD,2024-2025,2Q,1.0,
Bayside,1:00pm - 2:00pm,2024-09-04,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,15.0,W,W,M,4,P,A15063014BZD,2024-2025,1Q,1.0,
Bayside,8:00am - 9:00am,2024-10-03,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,15.0,W,W,M,4,F,A14365835BZD,2024-2025,1Q,1.0,
Bayside,8:00am - 9:00am,2024-12-17,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15.0,W,W,M,4,F,A14365835BZD,2024-2025,2Q,1.0,
Bayside,1:00pm - 2:00pm,2025-01-28,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15.0,W,W,M,4,F,A14365835BZD,2024-2025,3Q,1.0,
Bayside,10:00am-11:00am,2025-01-30,Minor Violation (5 times in the same quarter),Other,,Media Center,15.0,W,W,M,4,F,A14365835BZD,2024-2025,3Q,2.0,
Bayside,2:00pm -3:00pm,2025-02-03,Minor Violation (5 times in the same quarter),Other,,Hallway,15.0,W,W,M,4,F,A14365835BZD,2024-2025,3Q,3.0,
Shermer High School,1:00pm - 2:00pm,2024-04-23,Major Violation,,"Continued Misconduct,Threats",Classroom,105.0,W,W,M,8,F,A12943094BZD,2023-2024,4Q,0.0,
Shermer High School,11:00am - 12:00pm,2024-08-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105.0,W,W,M,9,F,A12943094BZD,2024-2025,1Q,1.0,
Shermer High School,1:00pm - 2:00pm,2024-08-26,Minor Violation (5 times in the same quarter),Disruption,,Hallway,105.0,W,W,M,9,F,A12943094BZD,2024-2025,1Q,2.0,
Shermer High School,After School,2024-11-12,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Bus Area/Loading Area,105.0,W,W,M,9,F,A12943094BZD,2024-2025,2Q,1.0,
Bayside,10:00am-11:00am,2024-09-04,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,P,A15849578BZD,2024-2025,1Q,1.0,
Bayside,11:00am - 12:00pm,2024-09-10,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,2,P,A15849578BZD,2024-2025,1Q,2.0,
Bayside,1:00pm - 2:00pm,2024-09-18,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,F,A15849578BZD,2024-2025,1Q,3.0,
Bayside,2:00pm -3:00pm,2024-10-25,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,P,A15849578BZD,2024-2025,2Q,1.0,
Bayside,11:00am - 12:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15.0,W,W,M,2,P,A15849578BZD,2024-2025,2Q,2.0,
Bayside,1:00pm - 2:00pm,2024-12-11,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,P,A15849578BZD,2024-2025,2Q,3.0,
Bayside,11:00am - 12:00pm,2024-12-11,Major Violation,,Exceeded minor maximum count,Classroom,15.0,W,W,M,2,P,A15849578BZD,2024-2025,2Q,3.0,
Bayside,12:00pm - 1:00pm,2024-09-12,Major Violation,,Assault,Hallway,15.0,W,W,M,4,F,A15597938BZD,2024-2025,1Q,0.0,
Bayside,2:00pm -3:00pm,2024-09-18,Minor Violation (5 times in the same quarter),Disruption,,Bus Area/Loading Area,15.0,W,W,M,4,F,A15597938BZD,2024-2025,1Q,1.0,
Bayside,2:00pm -3:00pm,2024-09-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,M,4,F,A15597938BZD,2024-2025,1Q,2.0,
Bayside,9:00am - 10:00am,2024-10-03,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,4,F,A15597938BZD,2024-2025,1Q,3.0,
Bayside,12:00pm - 1:00pm,2024-11-15,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,4,F,A15597938BZD,2024-2025,2Q,1.0,
Bayside,2:00pm -3:00pm,2024-11-20,Minor Violation (5 times in the same quarter),Other,,Hallway,15.0,W,W,M,4,F,A15597938BZD,2024-2025,2Q,2.0,
Bayside,1:00pm - 2:00pm,2024-11-14,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15.0,W,W,M,4,F,A15597938BZD,2024-2025,2Q,3.0,
Bayside,2:00pm -3:00pm,2025-01-23,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,4,F,A15597938BZD,2024-2025,3Q,1.0,
Bayside,10:00am-11:00am,2025-02-04,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Playground,15.0,W,W,M,4,F,A15597938BZD,2024-2025,3Q,2.0,
Bayside,12:00pm - 1:00pm,2025-02-05,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,4,F,A15597938BZD,2024-2025,3Q,3.0,
Bayside,11:00am - 12:00pm,2024-08-21,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15.0,W,W,F,2,F,A15470498BZD,2024-2025,1Q,1.0,
Bayside,1:00pm - 2:00pm,2024-12-17,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,F,2,F,A15470498BZD,2024-2025,2Q,1.0,
Hill Valley High School,12:00pm - 1:00pm,2024-12-13,Major Violation,,Fighting,Playground,5.0,W,W,M,1,P,A16327616BZD,2024-2025,2Q,0.0,
Springfield Elementary,1:00pm - 2:00pm,2024-04-16,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,17.0,W,W,F,0,P,A15403373BZD,2023-2024,4Q,1.0,
Springfield Elementary,12:00pm - 1:00pm,2024-04-25,Minor Violation (5 times in the same quarter),Other,,Hallway,17.0,W,W,F,0,P,A15403373BZD,2023-2024,4Q,1.0,
Bayside,8:00am - 9:00am,2024-08-23,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,4,F,A14850692BZD,2024-2025,1Q,1.0,
Bayside,1:00pm - 2:00pm,2024-09-04,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,15.0,W,W,M,4,F,A14850692BZD,2024-2025,1Q,2.0,
Bayside,1:00pm - 2:00pm,2024-09-10,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,M,4,F,A14850692BZD,2024-2025,1Q,3.0,
Bayside,12:00pm - 1:00pm,2024-09-11,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,4,F,A14850692BZD,2024-2025,1Q,4.0,
Bayside,11:00am - 12:00pm,2024-09-20,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Media Center,15.0,W,W,M,4,F,A14850692BZD,2024-2025,1Q,5.0,
Bayside,8:00am - 9:00am,2024-10-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,M,4,F,A14850692BZD,2024-2025,1Q,6.0,
Bayside,12:00pm - 1:00pm,2024-10-03,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15.0,W,W,M,4,F,A14850692BZD,2024-2025,1Q,7.0,
Bayside,12:00pm - 1:00pm,2024-10-28,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15.0,W,W,M,4,F,A14850692BZD,2024-2025,2Q,1.0,
Bayside,12:00pm - 1:00pm,2024-11-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,4,F,A14850692BZD,2024-2025,2Q,2.0,
Bayside,12:00pm - 1:00pm,2024-12-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,4,F,A14850692BZD,2024-2025,2Q,3.0,
Bayside,12:00pm - 1:00pm,2024-12-16,Major Violation,,Exceeded minor maximum count,Cafeteria,15.0,W,W,M,4,F,A14850692BZD,2024-2025,2Q,3.0,
Shermer High School,10:00am-11:00am,2024-08-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105.0,H,"W,H",M,9,P,A12498257BZD,2024-2025,1Q,1.0,
Shermer High School,2:00pm -3:00pm,2024-03-19,Major Violation,,"Continued Misconduct,Harassment",Classroom,105.0,W,W,M,8,R,A14462126BZD,2023-2024,4Q,0.0,
Shermer High School,8:00am - 9:00am,2024-04-03,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105.0,W,W,M,8,R,A14462126BZD,2023-2024,4Q,1.0,
Shermer High School,1:00pm - 2:00pm,2024-04-05,Major Violation,,"Continued Misconduct,Harassment",Classroom,105.0,W,W,M,8,R,A14462126BZD,2023-2024,4Q,1.0,
Shermer High School,2:00pm -3:00pm,2025-02-04,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105.0,W,W,M,5,F,A14576444BZD,2024-2025,3Q,1.0,
Shermer High School,8:00am - 9:00am,2025-02-05,Minor Violation (5 times in the same quarter),Insubordination,,Gym,105.0,W,W,M,5,F,A14576444BZD,2024-2025,3Q,2.0,
Springfield Elementary,2:00pm -3:00pm,2024-04-22,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,17.0,W,W,M,0,F,A15856676BZD,2023-2024,4Q,1.0,
Bayside,11:00am - 12:00pm,2024-09-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,F,2,F,A16417805BZD,2024-2025,1Q,1.0,
Bayside,8:00am - 9:00am,2024-09-24,Minor Violation (5 times in the same quarter),Other,,Classroom,15.0,W,W,F,2,F,A16417805BZD,2024-2025,1Q,2.0,
Bayside,After School,2024-10-02,Major Violation,,Continued Misconduct,Bus,15.0,W,W,F,2,F,A16417805BZD,2024-2025,1Q,2.0,
Bayside,8:00am - 9:00am,2024-09-26,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,15.0,W,W,F,2,F,A16417805BZD,2024-2025,1Q,3.0,
Bayside,11:00am - 12:00pm,2024-11-04,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15.0,W,W,F,2,F,A16417805BZD,2024-2025,2Q,1.0,
Bayside,2:00pm -3:00pm,2024-10-23,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,F,2,F,A16417805BZD,2024-2025,2Q,2.0,
Bayside,8:00am - 9:00am,2024-12-04,Minor Violation (5 times in the same quarter),Other,,Classroom,15.0,W,W,F,2,F,A16417805BZD,2024-2025,2Q,3.0,
Bayside,2:00pm -3:00pm,2024-12-04,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",Classroom,15.0,W,W,F,2,F,A16417805BZD,2024-2025,2Q,3.0,
Bayside,11:00am - 12:00pm,2024-12-18,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,F,2,F,A16417805BZD,2024-2025,2Q,4.0,
Rydell High School,11:00am - 12:00pm,2024-11-07,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Playground,35.0,W,W,M,0,P,A16437953BZD,2024-2025,2Q,1.0,
Shermer High School,9:00am - 10:00am,2024-04-24,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105.0,W,W,M,8,F,A13076117BZD,2023-2024,4Q,1.0,
Bayside,11:00am - 12:00pm,2024-12-09,Major Violation,,Assault,Classroom,15.0,W,W,M,3,P,A15324968BZD,2024-2025,2Q,0.0,
Springfield Elementary,2:00pm -3:00pm,2024-04-11,Minor Violation (5 times in the same quarter),Other,,Bathroom,17.0,W,W,M,1,P,A15973094BZD,2023-2024,4Q,1.0,
Springfield Elementary,1:00pm - 2:00pm,2024-10-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Music Room,17.0,W,W,M,0,F,A16060565BZD,2024-2025,1Q,1.0,
Springfield Elementary,9:00am - 10:00am,2025-01-13,Minor Violation (5 times in the same quarter),Other,,Playground,17.0,W,W,M,0,P,A16060565BZD,2024-2025,3Q,1.0,
Bayside,10:00am-11:00am,2024-09-12,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,B,"B,W",F,2,F,A15207464BZD,2024-2025,1Q,1.0,
Bayside,2:00pm -3:00pm,2024-11-06,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15.0,W,W,F,2,F,A15772604BZD,2024-2025,2Q,1.0,
Bayside,9:00am - 10:00am,2024-10-29,Minor Violation (5 times in the same quarter),Other,,Playground,15.0,W,W,F,4,R,A14115737BZD,2024-2025,2Q,1.0,
Springfield Elementary,11:00am - 12:00pm,2024-09-13,Minor Violation (5 times in the same quarter),Other,,Cafeteria,17.0,W,W,M,0,F,A16747481BZD,2024-2025,1Q,1.0,
Springfield Elementary,12:00pm - 1:00pm,2024-08-20,Minor Violation (5 times in the same quarter),Other,,Music Room,17.0,W,W,M,0,F,A16747481BZD,2024-2025,1Q,2.0,
Springfield Elementary,12:00pm - 1:00pm,2025-01-24,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,17.0,W,W,M,0,F,A16747481BZD,2024-2025,3Q,1.0,
Hill Valley High School,12:00pm - 1:00pm,2024-11-14,Minor Violation (5 times in the same quarter),Other,,Cafeteria,5.0,W,W,F,3,P,A15328922BZD,2024-2025,2Q,1.0,
Springfield Elementary,12:00pm - 1:00pm,2024-04-10,Major Violation,,Fighting,Lobby/Commons,17.0,W,W,M,0,P,A15857090BZD,2023-2024,4Q,0.0,
Springfield Elementary,1:00pm - 2:00pm,2024-04-22,Minor Violation (5 times in the same quarter),Other,,Lobby/Commons,17.0,W,W,M,0,P,A15857090BZD,2023-2024,4Q,1.0,
Springfield Elementary,12:00pm - 1:00pm,2024-05-06,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,17.0,W,W,M,0,P,A15857090BZD,2023-2024,4Q,1.0,
Springfield Elementary,11:00am - 12:00pm,2024-04-11,Minor Violation (5 times in the same quarter),Other,,Classroom,17.0,W,W,M,1,F,A15659372BZD,2023-2024,4Q,1.0,
Springfield Elementary,1:00pm - 2:00pm,2024-04-29,Major Violation,,Continued Misconduct,Classroom,17.0,W,W,M,1,F,A15659372BZD,2023-2024,4Q,0.0,
Bayside,12:00pm - 1:00pm,2024-08-27,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,1.0,
Bayside,1:00pm - 2:00pm,2024-09-04,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,2.0,
Bayside,1:00pm - 2:00pm,2024-09-05,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,3.0,
Bayside,2:00pm -3:00pm,2024-09-05,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,4.0,
Bayside,2:00pm -3:00pm,2024-09-11,Minor Violation (5 times in the same quarter),Disruption,,Bus Area/Loading Area,15.0,W,W,F,3,F,A14879249BZD,2024-2025,1Q,1.0,
Bayside,9:00am - 10:00am,2024-09-12,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,5.0,
Bayside,12:00pm - 1:00pm,2024-09-12,Minor Violation (5 times in the same quarter),Other,,Media Center,15.0,B,"B,W",F,4,F,A14517131BZD,2024-2025,1Q,1.0,
Bayside,11:00am - 12:00pm,2024-09-12,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15.0,W,W,M,4,R,A14850713BZD,2024-2025,1Q,1.0,
Bayside,12:00pm - 1:00pm,2024-09-13,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,6.0,
Bayside,Unknown,2024-09-16,Major Violation,,Continued Misconduct,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,6.0,
Bayside,1:00pm - 2:00pm,2024-09-17,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,1.0,
Bayside,1:00pm - 2:00pm,2024-09-23,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,7.0,
Bayside,2:00pm -3:00pm,2024-09-25,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15.0,B,"B,W",F,4,F,A14517131BZD,2024-2025,1Q,2.0,
Bayside,12:00pm - 1:00pm,2024-09-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,2.0,
Bayside,11:00am - 12:00pm,2024-09-26,Major Violation,,Continued Misconduct,Classroom,15.0,W,W,M,2,F,A15659372BZD,2024-2025,1Q,7.0,
Bayside,2:00pm -3:00pm,2024-10-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,3.0,
Bayside,11:00am - 12:00pm,2024-08-29,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,4.0,
Bayside,11:00am - 12:00pm,2024-09-06,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,4.0,
Bayside,11:00am - 12:00pm,2024-09-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,5.0,
Bayside,2:00pm -3:00pm,2024-09-10,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,5.0,
Bayside,11:00am - 12:00pm,2024-10-04,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,15.0,W,W,M,3,F,A15277364BZD,2024-2025,1Q,6.0,
Bayside,8:00am - 9:00am,2024-10-29,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15.0,W,W,F,3,F,A14879249BZD,2024-2025,2Q,1.0,
Bayside,1:00pm - 2:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Other,,Bathroom,15.0,W,W,M,4,F,A14854088BZD,2024-2025,2Q,1.0,
Bayside,11:00am - 12:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,15.0,W,W,M,4,F,A14854088BZD,2024-2025,2Q,2.0,
Bayside,11:00am - 12:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15.0,W,W,M,2,F,A15659372BZD,2024-2025,2Q,1.0,
Bayside,10:00am-11:00am,2024-11-15,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,15.0,W,W,M,4,F,A14854088BZD,2024-2025,2Q,3.0,
Bayside,1:00pm - 2:00pm,2024-11-15,Major Violation,,Continued Misconduct,Classroom,15.0,W,W,M,4,F,A14854088BZD,2024-2025,2Q,3.0,
Bayside,11:00am - 12:00pm,2024-11-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Bathroom,15.0,W,W,M,3,P,A15277364BZD,2024-2025,2Q,1.0,
